大侦探皮卡丘,好莱坞真人电影《大侦探皮卡丘》（暂译）讲述了蒂姆·古德曼（贾 斯 提·史密斯饰） 为寻找下落不明的父亲来到莱姆市，意外与父亲的前宝可梦搭档大侦探皮卡丘相遇，并惊讶地发现自己是唯一能听懂皮卡丘说话的人类，他们决定组队踏上揭开真相的刺激冒险之路。探案过程中他们邂逅了各式各样 的宝可梦，并意外发现了一个足以毁灭整个宝可梦宇宙的惊天阴谋。该电影改编自任天堂3DS同名游戏，由罗伯·莱特曼导演，瑞安·雷诺兹为大侦探皮卡丘配音，贾斯提斯·史密斯、凯瑟琳·纽顿等主演。
title,desc
澳门风云3,《澳门风云3》的故事延续上集刘嘉玲跳飞机&quot;自杀&quot;后，对她痴情一片的张学友发誓要为她报仇，于是布局追杀周润发。在电影中，刘德华、张家辉、李宇春将组成铁三角，李宇春还将有突破性的打戏。
佣兵战争2,M国内战失控，叛军引发种族屠杀，国际社会密切关注，但是联合国安理会并未授权军事干预。子安接受委托，任务是率雇佣兵小队深入叛军腹地，找到红十字医疗小组的凌月医生，并将她送抵安全地点。子安率佣兵小队血战丛林，一路闯关拔寨，终于赶到医疗小组驻地，找到凌月。但是凌月坚持：除非把她照看下的70位难民一起带出险境，否则她誓死也不会离开这里。子安在成为佣兵的第一天起，首先学会以任务为重的处事原则，而现在则可能要带上一批与任务无关甚至会彷碍他们顺利完成任务的人，这些训练精良的佣兵必须在天职和道德之间作出选择。子安还未来得及做出决定，新的危机迅速到来。
熊出没·狂野大陆,狗熊岭附近新开业了一个神奇的“狂野大陆”，在那里通过基因技术人可以自由变身各种动物，享受无比的自由和快乐。导游事业受挫的光头强和熊二组队，参加乐园里奖金丰厚的比赛，历尽艰险终于获得冠军之际，却意外发现狂野大陆中出现了肆意袭击他人的混合变身怪兽……
夜闯寡妇村,计划许久、期待已久的毕业旅行竟成了一场终生难忘的噩梦。自驾旅行的途中，突如其来的一场大雾彷如要围困众人的眼。失灵的发动机在暗夜里停止了前行，将众人逼入徒步的境地。踏入禁地绝非他们所愿，旅行变成致命浩劫也绝非他们所期。没有一个男人而全都是女人的村庄究竟埋藏了什么样的秘密？阴森可怖的氛围正在将一行人引向地狱的门，他们会怎么样？同伴失踪、好友背叛、落跑男孩&hel...
猛虎兵王,抗战胜利前夕，八路军侦查连长张志虎，率领一支代号为“猛虎”的特战敢死队，潜入平安县城配合守城的伪军部队反水起义，在历经生死悲壮的战斗后取得了胜利，成功解放平安县城！
兴安岭猎人传说,东北民间流传着关于“皇围猎人”的神秘传说，他们世代生存于深山，为帝王守护兴安岭这片龙兴之地的气脉运转。传闻猎人除了精通狩猎之法，更知晓驱鬼通神之术。在东北一处偏僻的山村里，悄然发生一起灭门惨案，在村民们的恳求下，最后一代皇围猎人刘二爷（尚铁龙饰）决定出山调查真相，不想过程中怪事屡现，老林子里的秘密也被渐渐揭开……
鲁班四杰之伏龙海眼,影片取材于广为流传的“北新桥锁龙井”传说，揭开千年古井下隐藏的诡异传说真相。传说明朝年间，高僧姚广孝携鲁班四杰将祸世妖龙封印于锁龙井。百年后，锁龙井下异象丛生时现龙吟，妖龙破印复仇之说渐起，井底浮现巨大地宫，贪心者迷恋龙宫宝藏前赴后继下井摸金，多死于非命。鲁班四杰后人再次集结，探秘锁龙井下真相，经历杀机重重的幻象迷阵、诡戾傀儡，险象环生后，幕后操纵之人终于现身……
空枕难眠,梅的丈夫终日忙于应酬，留下年轻美貌的她夜夜独守空房，独自打发时光。一次街头偶遇，梅邂逅了英俊潇洒的峰，两人一见钟情，但忌于传统礼教，梅克矜持地拒绝了峰的帮助。谁料峰却对她念念不忘，并展开了疯狂的追逐，他们是否可以克制住自己的愿望，等待他们的又将是如何的结果？
特工狂花,故事主要讲述东南亚最大的贩卖人口组织头目巴颂在自己的私人俱乐部设宴，宴请世界各地犯罪组织头目。雅美成功地潜入俱乐部执行任务，为了掩护同伴的离开，雅美独自一人引爆了炸弹，消失在火光中，为与未婚夫方立在一起制造了假死。三年后，方立被劫持，雅美只能被迫执行任务解救方立，经过重重难关最终救下了方立，并向相关部门递交了犯罪集团的犯罪记录和证据，巴颂的犯罪组织被一网打破。
九叔之夜行疯魔,故事发生在一个古镇，往日里平静的小镇突然惊现诡异事件！九叔白天经营一家药房，晚上给枉死之人送葬。小镇近来时常半夜出现惨叫，有人离奇死亡都有被撕咬痕迹疑是神秘生物所为。警队频繁接到报案但都一无所获。九叔觉得事情蹊跷，便自己暗中调查。之后又连续发生多起命案，发现死者的死法大径相同。九叔为钱老爷做法送葬。和徒弟们说万一处理不好会造成无法想象的后果。徒弟阿武和阿果晚上回去无意中偷看到师妹无双正在洗澡被师父九叔发现动静，他们俩急忙逃跑半路遇见一群“僵尸”。九叔闻风赶来。展开一场搏斗。九叔根据每次案发现场的一丝丝线索顺藤摸瓜找到了凶手的故事，原来比鬼神更可怕的是……
蛇王2021,杂志社编辑庞石嘉和同事深入神秘的无人丛林拍摄素材，遭遇毒蛇追击误闯地下蛇宫。侥幸逃脱的三人偶遇受伤老者，得闻嗜血蛇王与人类约定保护一方水土的传说。一行人决定离开丛林时被捕蛇人劫持，只好为他们指路去往蛇宫。捕蛇人设下陷阱杀害蛇王，蛇王震怒大开杀戒，庞石嘉一行以德报怨救下唯一幸存的捕蛇人。亲眼目睹兄弟被巨蛇吞食的捕蛇人后悔不已，决定与庞石嘉一行尽快出山，却被林中游走的盗猎者看到他们装有蛇王蜕下的天价蛇皮。盗猎者伺机而动，准备持枪胁迫庞石嘉一行带他们找到蛇王，生死危机近在眼前，而另一方面，蛇王率百蛇对人发起攻击，蛇口之下又有几人能顺利逃生？
一吻定情,笨蛋爱上天才，会有结果吗？平凡女孩原湘琴喜欢上了天才少年江直树，在她表白失败准备放弃之际，爸爸居然带着自己搬进了直树家里？！一个猛追，一个猛逃，热闹欢腾的纯真高中生活就此上演。朝夕相处中，直树渐渐被湘琴乐观的无畏精神吸引，他开始怀疑：湘琴究竟是人生偏差、还是自己的命中注定?
双面妖姬,秀坊做工的女孩春山在临近18岁时经历了数次妖怪袭击后偶遇了捉妖师沉玄，沉玄送给春山一个铃铛，每当遇到危机春山便摇动铃铛，几经危机，两人感情日渐深厚，直到春山18岁，她变成了一个半人半妖的“怪物”，夜晚会被妖性控制无意识杀人。原来落霞镇有一个祭祀的秘密，祭师为了平复河神每隔三年便杀掉活人封印血气到春山体内。沉玄几经波折找到了仪式的根源，拼死搏斗后为救春山献出生命变成渡桥，春山在两人约定之地苦苦等待….
唐人街探案3,“曼谷夺金杀人案”“纽约五行连环杀人案”后，“唐人街神探组合”唐仁，秦风被有着“日本第一名侦探”之称绰号“花蝴蝶”的“野田昊”请到东京，路遇“超强变身能力”的韩国侦探朴大基的阻拦，调查一桩离奇的谋杀案。
汪汪队立大功之超能…,神秘陨石坠落冒险湾，赋予了汪汪队强大的超能力！然而陨石的坠落竟是汉丁那市长的粗心实验引来的。汉丁那市长对自己的失败并不满意，于是和他的侄子设计困住了汪汪队的队长莱德，并偷走了陨石，企图控制整个城市。他们的野心却出现了差错，小狗们必须齐心协力，灵活运用新技能——毛毛的威力热力，小砾的超级力量，天天的乘风翼——超能全开，拯救世界！
人潮汹涌,讲述了冷血杀手周全和落魄龙套陈小萌，在一次意外中交换了彼此的身份，从而引出一系列阴差阳错的幽默故事。
反贪风暴4,廉政公署收到报案人廖雨萍（周秀娜饰）的实名举报，举报正在坐牢的富二代曹元元（林峯饰）涉嫌行贿监狱里的监督沈济全（谭耀文饰）以及惩教员，首席调查主任陆志廉（古天乐饰）决定深入虎穴，卧底狱中。在监狱里，被陆志廉送入监狱的前警司黄文彬（林家栋饰）以及曹元元两大帮派势成水火，陆志廉趁机接近曹元元取得信任。同时监狱外的廉政公署总调查主任程德明（郑嘉颖饰）、国内反贪局行动处处长洪亮（丁海峰饰）也陆港联手，通力合作，最终成功破获贪腐行贿大案。
唐人街探案3,继曼谷、纽约之后，东京再出大案。唐人街神探唐仁、秦风受侦探野田昊的邀请前往破案。“CRIMASTER世界侦探排行榜”中的侦探们闻讯后也齐聚东京，加入挑战，而排名第一Q的现身，让这个大案更加扑朔迷离，一场亚洲最强神探之间的较量即将爆笑展开……腾讯视频4月30日16点全网首播
阿凡达,故事发生在2154年，故事从地球开始，杰克·萨利是一个双腿瘫痪的前海军陆战队员，他觉得没有任何东西值得他去战斗，因此他对被派遣去潘多拉星球的采矿公司工作欣然接受。 这个星球上有一种别的地方都没有的矿物元素“Unobtanium”，能够吸引人类不远万里来到这里拓荒的原因就是“Unobtanium”将彻底改变人类的能源产业。但是问题是，资源丰富的潘多拉星球并不适合人类生活，这里的空气对人类致命，本土的动植物都是凶猛的掠食者，极度危险。这里的环境也造就了与人类不同的种族：10英尺高（约3米）的蓝色类人生物“。
三重威胁之跨国大营…,某东南亚小国，龙飞（陈虎饰）和帕于（托尼贾饰）为了谋生，参加了一项秘密的“人道主义救援”任务，没想到他们救下的却是臭名昭著的犯罪分子柯林斯（斯科特·阿金斯饰）俩人还差点为此送命。密谋报仇的二人在地下拳赛中碰到了武艺高强的扎卡（伊科·乌艾斯），扎卡的妻子在这次行动中无辜殒命，三人把酒言欢，没想到第二天扎卡就把他们送到了警察局。中国富商的女儿田小娴（卢靖姗饰）因做慈善触动了黑帮的利益而被追杀，仓皇逃入警察局，而这时黑帮尾随而至，血洗警局。龙飞和帕于只好带着田小娴踏上亡命之旅，两人赤手空拳，杀手如影随形，田小娴满腹疑虑，扎卡敌友莫辩，幕后黑手若隐若现。龙飞和帕于最终与敌人展开了殊死一战。
如果声音不记得,辛唐拥有通过声音给他人制造快乐的能力，但对同一人使用三次后，性命就会和此人绑定，只有对方开心，辛唐才能活命。偶然，辛唐救下准备自杀的同校网络红人吉择，两人借此绑定。吉择表面开朗，但实际患了抑郁症。辛唐最初为了活下去，费尽心思让吉择开心，而后续也真的投入深情。遗憾辛唐的秘密总会败露，而吉择暗黑的过往也在网络上被人揭开……愿爱情的温暖，能治愈抑郁的青春。
熊出没·原始时代,熊大熊二光头强意外穿越回恢宏的石器时代，在原始部落与猛犸象、剑齿虎等一众奇特生物开启了眼界大开的奇幻之旅！原始时代瑰丽非常却又危机四伏，熊强三人组与一只可爱狼女一路相伴，笑料百出。
白蛇:缘起,失忆少女小白被捕蛇人阿宣所救，为了解开自己的身份谜团，小白在阿宣的帮助下开始寻找线索。两人历经艰难险阻，年少男女在一路冒险中萌生爱慕之情。同时，小白的蛇妖身份也逐渐揭开，一场围绕人与妖的纠葛爱情故事随之展开。
功夫,1940年代的上海，自小受尽欺辱的街头混混阿星（周星驰）为了能出人头地，可谓窥见机会的缝隙就往里钻，今次他盯上行动日益猖獗的黑道势力“斧头帮”，想借之大名成就大业。阿星假冒“斧头帮”成员试图在一个叫“猪笼城寨”的地方对居民敲诈，不想引来真的“斧头帮”与“猪笼城寨”居民的恩怨。“猪笼城寨”原是藏龙卧虎之处，居民中有许多身怀绝技者（元华、梁小龙等），他们隐藏于此本是为远离江湖恩怨，不想麻烦自动上身，躲都躲不及。而在观战正邪两派的斗争中，阿星逐渐领悟功夫的真谛。
老潘的归途,罹患肺癌，已至晚期的潘家富在旅行途中认识叛逆的大四女孩小米，二人共同踏上从牡丹江南下临沂的旅程。在旅行中，小米逐渐被阅历丰富的潘家富所影响，体会到了家庭的温暖，与母亲和解；潘家富也被古灵精怪的小米所感染，完成了与旧友言归于好，弥补妻子的心愿以及回到老家临沂解开自己一生最大的心结等愿望。潘家富目睹家乡旧貌换新颜，不再是“荒芜的农村、留守的农村、记忆中的故园“，潘家富终觉此生无憾......
冰雪勇士3,德国的战争机器在撤退。两名美国M 18坦克歼击车被送到铲除纳粹难改组中的哈尔茨山躲藏。
雨夜惊魂,本是一次叫人欢心雀跃的生日会，却成了一场惊悚可怖的雨夜逃生记。有着“阴阳眼”的扣子为摆脱小女鬼的纠缠而误伤了生日的男友，扬长而去。本以为能够顺利逃离魔掌的扣子却被突来起来的一场暴雨困在即将被雨水淹没的桥洞里。不断上升的水位，渗入车内的水，以及锁死的车门，都叫扣子心急如焚。拨通的电话，却无法诉说自己身在何处的扣子已然走在绝望的边缘。死亡...
战疫时期的爱情,整个作品以“疫情中的爱”为构思设计出发点进行主题设计，采用多线叙事结构，以七对男女的故事交错呈现，展现疫情期间人们守望相助的动人情感。故事中，有绝望的患者、驰援的志愿者、一线的医护，还有平凡的外地居民，他们是这场疫情中每一个中国人的缩影。这些故事中所呈现的爱的力量，体现了本作品的创作初衷与现实落点。
致命狙杀,传奇狙击手左英杰一战成名屡立奇功，却遭人构陷含冤入狱。狱中的他意外接到来自冷艳女特工沈雪的绝密任务——刺杀日本细菌战专家北野清张。左英杰临危受命，不料却被叛徒出卖，遭遇战场宿敌日军王牌狙击手下川国正伏击，身陷险境，一场惊天阴谋逐渐浮出水面。国恨家仇、狭路相逢，巅峰对决一触即发……
死亡飞车1,2012年，美国经济状况恶化，犯罪率剧增，已逐步私人化的监狱为谋取暴利不择手段，于是“死亡飞车”比赛应运而生。昔日优秀的赛车手弗兰克（Jason Statham 饰）在工厂里参与了一场工人抗议，结果当天夜里，有人潜入他的家中，杀害了他的妻子，弗兰克却被当做凶手蒙冤入狱。监狱长、死亡飞车比赛的组织者轩尼诗（Joan Allen 饰）要求弗兰克顶替身死的蒙面赛车手科学怪人，并允诺只要弗兰克以科学怪人的身份再赢一场，他即可获得自由。弗兰克与领航员凯丝（Natalie Martinez 饰）进入了这场驾驶改装车并随时会遭遇死亡的疯狂游戏，怎奈他心不在焉的状况下出师不利，弗兰克面临轩尼诗的威胁与陷害，不得不放手一搏……
僵尸皇帝,一群盗墓贼夜半撬开武宗的坟墓，偷走了镇魂珠。失去镇魂珠，武宗朱厚照变为僵尸从坟墓里爬出。武宗生前好色，死后更是变本加厉，然而夜色之中，一名新婚丧夫的寡妇正为夫君烧纸，武宗色心大发，缓缓接近……
横行霸道,沈越、付晓菲、王佳男、大笑四个在现实生活中各自遇到不同困境和心结的女孩子，为了实现每个人的目的和梦想，她们共同参与一场惊险刺激的大型游戏竞赛“逃出生天”而使四人聚到一起。起初四个女孩儿彼此陌生，从一开始跳伞阶段就意见不统一，导致落地便分道扬镳。中途因为王佳男、大笑、付晓菲三人被敌人所擒，之前脱队的沈越挺身而出疾速营救，使得四个女孩的感情得到了升华。在接下来的比赛过程中，四个女孩经历了抢空投、车战以及狙击战，使得四个女孩逐渐团结起来，最终打开了彼此每个人的心结，携手击败了最强大的劲敌——国服排行榜榜首冠军张英勋。集中体现出了四个女孩每个人的成长以及真正经得起考验的友谊是通过齐心协作来收获的。
黄飞鸿之英雄有梦,这是黄飞鸿年轻的故事，他注定成为时代的宗师，在武侠世界中一个永恒的传奇。1868年的清末，朝廷腐败让人民生活备受煎熬。在广州，黑虎帮和北海帮子两大恶势力横行于黄埔港。他们以暴力威胁统治在港口的穷苦人民，让他们生活在水深火热之中。外界在看来，黄埔港是个繁荣并充满机会地方，但深入其中，会发现这里其实是人间炼狱。黑虎帮的老板雷公（洪金宝 饰）因一个新兵手下阿飞（彭于晏 饰），以过人身手及胆识直取北海帮子首领的头脑，而让黑虎帮独霸一方，不但靠鸦片赚进大笔银两，更进行着卑鄙的贩卖人口勾当，雷公更视阿飞如己出。其实，阿飞背后另有故事，心中更另有计划。他和肝胆相照的朋友们设了陷阱，救出穷苦的人们，更公开与雷公进行生死决斗。黄埔港终于恢复了和平，也诞生了真正的英雄，这是黄飞鸿故事的开始……
长白·太岁,医女白素馨和蛇仙柳龙庭即将大婚之际，柳龙庭却意外发现新娘不是白素馨，而是他五百年前的恋人夏紫苏。原来夏紫苏患病险些身亡，后被高人所救，多年来一直潜心修行。得知柳龙庭大婚，不甘心的夏紫苏便大闹婚宴，甚至不惜用龙庭姐姐的性命要挟。素馨坚定地与龙庭携手并肩对抗紫苏，最终解开重重误会，渡过难关，有情人终成眷属。
黄飞鸿之武神林世荣,清朝末年，林世荣来到广州，成为一名屠夫，外号“猪肉荣”。一次，林世荣因抗拒阿太前来猪肉摊收保护费，与阿太成了不打不相识的朋友，并得知阿太正在悄悄拉帮结派，为的是对付几个明里开武馆、暗里收集情报的日本人。林世荣与阿太联手，经一番恶战，终将日本人的阴谋粉粹，阿太为此牺牲，林世荣决定拜黄飞鸿为师，练好功夫，为保护百姓出力。
特种保镖2,《特种保镖2》以丛林中无人区的兵工厂为故事展开的据点，讲述了佣兵小队因任务要求前往荒无人烟、危险重重的工厂，竟遭遇刀枪不入的“不死军队”的包围，全员陷入危机仍浴血奋战的故事...
战狼,痞性十足的冷锋（吴京 饰）屡屡惹祸，有人说他是流氓，是痞子， 也有人说他是英雄，是传奇，一次行动中冷锋违抗军令打死了恐怖分子，要被开除出队，却意外得到了神秘部队战狼的接纳，但本想换个地方继续惹祸的他却跳进了另外一个深渊，冷傲的战狼副队长，擦出暧昧火花的性感女队长，心计颇 深腹黑的毒枭，枉死的队友，雇佣兵跨过边境线入侵中国……一切都使他陷入了麻烦中。一切都在考验这个团队的毒瘤冷锋，他又该何去何从？
速度与激情8,多米尼克（范·迪塞尔 Vin Diesel 饰）与莱蒂（米歇尔·罗德里格兹 Michelle Rodriguez 饰）共度蜜月，布莱恩与米娅退出了赛车界，这支曾环游世界的顶级飞车家族队伍的生活正渐趋平淡。然而，一位神秘女子Cipher（查理兹·塞隆 Charlize T heron 饰）的出现，令整个队伍卷入信任与背叛的危机，面临前所未有的考验。
危情追踪,大飞与黑豹都在洪爷主持的犯罪集团里工作，警方派卧底阿星搜集集团的犯罪证据，可惜被大飞识破了，星取得机密磁碟后，交给女友阿ANN，并叮嘱她马上离开香港，她返到吉隆坡后才知道阿星已被杀害。大飞一直与洪爷养子阿豪争宠，故指阿豪与差婆杨琳来往，阿豪只好承诺不管用任何手段，都会找回磁碟。阿豪估计磁碟落在阿ANN手中，所以到大马找阿ANN，而此时香港警方对阿星被杀一案，也非常关注……
印度暴徒,故事的背景是在1795年东印度公司殖民统治印度期间，殖民统治者想要抓住反抗组织”阿扎德“的领袖（阿米特巴·巴强饰演）于是找来了混混弗朗基（阿米尔·汗饰演）充当间谍，但弗朗基在潜伏过程中却有了另外的想法，一段充满了意料之外的动作冒险故事由此展开
夏洛特烦恼,"由开心麻花领衔主演的爆笑喜剧电影《夏洛特烦恼》，昔日校花秋雅（王智 饰）的婚礼正在隆重举行，学生时代暗恋秋雅的夏洛（沈腾 饰）看着周围事业成功的老同学，心中泛起酸味，借着七分醉意大闹婚礼现场，甚至惹得妻子马冬梅（马丽 饰）现场发飙，而他发泄过后却在马桶上睡着了。梦里他重回校园，追求到他心爱的女孩、让失望的母亲重展笑颜、甚至成为无所不能的流行乐坛巨星…… 
　　醉生梦死中，他发现身边人都在利用自己，只有马冬梅是最值得珍惜的……"
蜂鸟特攻,一年前，作为特种部队一员的约瑟夫·史密斯中士（杰森·斯坦森 Jason Statham 饰）在阿富汗战场经历了常人难以想象的血雨腥风。因某起事件他被军事法庭指控，并被诊断患有攻击压力症。之后约瑟夫从医院逃出，混迹在流浪汉中间艰苦求生。他化名乔伊，与名叫伊莎贝尔（维多利亚·贝维克 Victoria Bewick 饰）的女孩结伴。在一次被歹徒袭击之后，慌不择路的乔伊意外闯入一幢无人房间，适逢主人赴美公干，他放心享用主人的一切物品。饱受精神困扰的他，似乎只能从善良的修女克里斯蒂娜（阿嘉塔·布泽克 Agata Buzek 饰）那里得到些许帮助。偶然机会，乔伊涉足中国黑道，在刀头舔血赚取营生的同时，他意外听到关于伊莎贝尔的消息……
刺杀小说家,关宁（雷佳音 饰）为了寻找失踪女儿的下落，接受了屠灵（杨幂 饰）委派的任务——刺杀小说家（董子健 饰）。未曾想到的是，小说家笔下的世界，正在影响着现实世界中众人的命运。奇幻与现实的故事交错展开，又紧紧连在一起……
武林怪兽,"明朝万历年间，东厂督主孙玉鹤奉命捉拿宫中逃走的怪兽；同时，义军少侠甄剑和师妹熊娇娇、侠女冷冰冰合谋聚集一帮绿林好汉，欲劫取官银。官银不翼而飞，却迎来了朝廷钦犯封四海、江湖浪子武柏,更大的危机在于，怪兽就在附近窥视着这一切"
极度兽性,吴家丽饰演的丽与彭丹饰演的丹，情同姊妹，两个友情很好，互相照顾有加，后来吴家丽见业事上被彭丹饰演的角色取代，于是很看不开，而到国外购买高科技蛇血清养颜方法。但吴家丽体内血清变种令她四出杀人，林保怡饰演的警察追查凶案，后来就觉得吴家丽和彭丹可疑，林保怡还慢慢对吴家丽产生了感情，，吴家丽设局令彭丹含冤吞枪自杀，林保怡最后发现吴家丽为凶手的时候，但吴家丽已变成一个耆老年纪老人，惨不忍睹，观众看得也很心痛，其实这部电影还是比较有感触的。
末日逃生,两颗彗星正在朝地球运动，人类即将在24 小时内面临毁灭性撞击，然而政府封锁了内部消息，在格陵兰建造了堡垒，只允许部分人类进入。建筑工程师 John 获得了进入堡垒的机会，带着一家三口踏上了去往格陵兰的末日逃生路。然而，在逃亡的过程中，军队得知自己已经被政府抛弃，开始失去控制，劫持了去往格陵兰的飞机，John 的妻子与儿子也因此失散。John 只能去约定好的地方等待妻子与儿子，期望会合后一并开车前往目的地格陵兰。这一路惊心动魄，历经重重困难，他们一家人最终是否可以会合，安全抵达格陵兰……
哪吒之魔童降世,天地灵气孕育出一颗能量巨大的混元珠，元始天尊将混元珠提炼成灵珠和魔丸，灵珠投胎为人，助周伐纣时可堪大用；而魔丸则会诞出魔王，为祸人间。元始天尊启动了天劫咒语，3年后天雷将会降临，摧毁魔丸。太乙受命将灵珠托生于陈塘关李靖家的儿子哪吒身上。然而阴差阳错，灵珠和魔丸竟然被掉包。本应是灵珠英雄的哪吒却成了混世大魔王，这调皮捣蛋顽劣不堪的哪吒却徒有一颗做英雄的心。然而面对众人对哪吒的误解和即将来临的天雷的降临，哪吒是否命中注定会立地成魔，他将何去何从。
让我过过瘾,生活憋屈的李乔不仅在家常被妻子打骂，在单位没身份的他本想在同学会上装相，也被同事无情拆穿。内忧外患的李乔走投无路时，却突然中了一张三千万的彩票。为了抛弃过去，独享横财。李乔决定装作失忆，以此与媳妇离婚。可李乔不仅离婚计划不顺利，闹出了许多啼笑皆非的乌龙。而且得知自己“失忆”的妻子一反常态地对自己体贴，这更让李乔犹豫不决……
风声,"1942年10月10日，汪伪政权举行了盛大的国民政府庆典。然而，一系列的军政要员遇刺事件，让身为特务处长王田香（王志文 饰）如坐针毡。在对女刺客（刘威葳 饰）的酷刑审问中，他获得了一条关键的情报——代号为老鬼的地下党已经混入了剿匪司令部。立功心切的王田香立刻向日本皇军特务机关长武田（黄晓明 饰）做了汇报。二人随即在裘庄布下了一个圈套，意图通过放出假消息逼老鬼现身。
在被怀疑的对象中，有司令的侍从官白小年（苏有朋 饰）、军机处长金生火（英达 饰）、剿匪大队长吴志国（张涵予 饰）、译电组组长李宁玉（李冰冰 饰）以及行政收发专员顾晓梦（周迅 饰）。在怀疑与排查中，武田与王田香不择手段软硬兼施，然而事情的发展却出乎意料……"
记忆大师,故事发生在2025年，因为和妻子张代晨婚姻破裂，男主角江丰走进记忆大师医疗中心接受手术，却不料手术失误记忆被错误重载，他莫名其妙变成了“杀人凶手”。警官沈汉强的穷追不舍让他逐渐发现，自己脑内的错误记忆不仅是破案的关键，更是救赎自己的唯一希望。与此同时，妻子身边出现的女人陈姗姗、记忆中浮现出的神秘女子，似乎也和真相有着千丝万缕的联系，一场记忆烧脑战也随之开始。
唐人街探案,天赋异禀的结巴少年秦风（刘昊然 饰）警校落榜，被姥姥遣送泰国找远房表舅——号称“唐人街第一神探”，实则猥琐的大叔唐仁（王宝强 饰）散心。不想一夜花天酒地后，唐仁沦为离奇凶案嫌疑人，不得不和秦风亡命天涯……穷追不舍的警探黄兰登（陈赫 饰）、无敌幸运的警察坤泰（肖央 饰）、穷凶极恶的匪帮三人组、高深莫测的唐人街教父、美艳风骚的老板娘阿香（佟丽娅 饰）等悉数登场！七天！唐仁、秦风必须取长补短、同仇敌忾！他们能否躲避警察追捕、匪帮追杀、黑帮围剿，在短短七天内，完成找到失落的黄金并查明真凶，为自己洗清罪名这些逆天的任务？
青木川传奇,
狼群行动,"医疗志愿者李瑶在某国艾都力的某个村落给当地村民提供医疗帮助，突遭绑匪袭击成为俘虏，其父亲得知消息联系张震、吴优其安保小队前往，成功救出李瑶后因仍有同胞被困,返回并夺取交通工具去往高地寻求救援信号，安保队员与绑匪之间展开了一场轰烈的追逐，张震、雷霆、武鸣相继牺牲后，吴优护着李瑶和幸存者终于等到了救援...."
心里有数,阿欢从小就有一个很“废”的超能力：挨一耳光就能看见他和别人剩下的见面次数。一次意外让他深信，一旦突破了次数的限制就会带来厄运。从此阿欢得过且过，游戏人间。而青梅竹马的晓彤和阿欢的见面次数高达一万多，他本以为注定是一生的伴侣，所以毫不珍惜。直到有一天，阿欢发现自己和晓彤的见面次数只剩下几次，好哥们阿伟也要离他而去。他意识到自己必须做出改变。阿欢能否打破命运的魔咒呢？
飞虎队,抗日战争时期，山东鲁南枣庄附近的铁路和煤矿工人在中国共产党的领导下，群组织成一支短小精悍的铁道游击队配合八路军主力部队，在临枣铁路沿线对日寇展开了英勇悲壮，可歌可泣的武装斗争……
神探蒲松龄,一代文豪蒲松龄（成龙饰）执阴阳判化身神探，与捕快严飞（林柏宏饰）联手追踪金华镇少女失踪案。蒲松龄带领“猪狮虎”“屁屁”“忘忧”“千手”等一众小妖深入案情，在找寻真相的过程中，牵扯出一段旷世奇恋。
一眉道人,一眉道人（林正英 饰）修为高强，擅长茅山道术，和徒弟阿豪（钱小豪 饰）住在一个小镇上；他养了一只清朝的小僵尸，小僵尸经常帮他和阿豪办事。一天，一眉道人被邻镇的人邀请去捉鬼，因为邻镇瘟疫蔓延，不时有僵尸出没。一眉道人带上阿豪和小僵尸出发了。在邻镇一眉道人他们遇上了一群修女，阿豪弄出不少笑话。一眉道人发现邻镇的引用水源都被尸毒污染，不能饮用，于是和阿豪一起寻找水源。他在教堂的地下室发现了僵尸的痕迹，原来此处本来放着一具西洋僵尸，邻镇乡公所的所长意外令西洋僵尸复活了。一场精彩的中国法术对付西洋僵尸的好戏上演了。
浴血反击,"本片以八路军120师和暂一师36团收复晋西北为背景,讲述了从灵台大地上走出的抗日英雄高永祥,带领英勇的八路军战士浴血奋战、抗击日寇、收复晋西北、最终壮烈牺牲的感人故事……"
超市夜未眠,Ben Willis（肖恩·比格斯代夫饰）是在艺术学院就读的学生，他被女朋友Suzy甩了之后，开始变得失眠。为了消磨晚上漫长的时间，他决定到当地的一家超市上晚班。在那里，他遇见了形形色色的人物。在枯燥乏味的夜班工作时间里，他施展自己极端丰富的想象力，把同事和顾客全都幻想成自己脑海中编织的故事的角色。他幻想时间“暂时停顿”，能够冻结世界的艺术之美，以便仔细和从容地欣赏世间和人物的美。他对不太爱说话的女收银员Sharon Pintey（艾米丽雅·福克斯饰）的美貌特别敏感，似乎在这个女孩的身上能够找到解决Ben失眠的办法。本片根据肖恩·埃利斯2004年在12个国际电影节中获得最佳短片奖的18分钟同名短片改编而来。
下一任:前任,林心恬的爱情路一直不顺，总是不能在对的时间遇到对的人。正当她心灰意冷时，缘份使她邂逅了多情暖男吾川，吾川对心恬展开狂热追求，最终心恬被打动。然而意料之外的是，心恬自学生时期就暗恋的学霸男神黄克群又出现了。是该选择近在眼前的幸福，还是多年前梦寐以求的白马王子？当心恬做出决定后才发现，原来爱情在冥冥中早已注定！
复仇者联盟,一股突如其来的强大邪恶势力对地球造成致命威胁，没有任何一个超级英雄能够单独抵挡。神盾局也措手不及，其指挥官“独眼侠”尼克·福瑞意识到他必须创建一个“史上最强”的组织，云集各方超级英雄共同战斗，才能拯救世界于水深火热，抵御黑暗势力的侵袭。于是“复仇者联盟”应运而生。
